item name,size,colour,shape,status
Apple,medium,neutral,elongated,organic
Carrot,large,irregular,round,fertilized
Pomegranate,medium,dull,round,organic
Orange,medium,neutral,round,fertilized
Mango,large,neutral,round,fertilized
Garlic,small,neutral,elongated,organic
Grapes,large,vibrant,oval,fertilized
Banana,medium,dull,oval,fertilized
Sapota,medium,neutral,round,organic
Guava,small,dull,round,organic
Orange,large,vibrant,round,fertilized
Carrot,large,vibrant,round,fertilized
Mango,large,vibrant,round,fertilized
Brinjal,large,vibrant,elongated,fertilized
Pomegranate,medium,dull,oval,fertilized
Apple,large,dull,oval,organic
Guava,large,vibrant,round,fertilized
Grapes,small,dull,elongated,organic
Mango,large,vibrant,oval,fertilized
Papaya,medium,vibrant,irregular,fertilized
Orange,medium,dull,elongated,organic
Carrot,medium,dull,oval,organic
Beetroot,medium,vibrant,round,organic
Papaya,large,dull,round,fertilized
Guava,medium,irregular,irregular,organic
Mango,large,vibrant,oval,fertilized
Orange,medium,dull,round,organic
Sapota,medium,vibrant,irregular,organic
Beetroot,large,vibrant,irregular,fertilized
Pomegranate,large,vibrant,round,fertilized
Pomegranate,small,dull,round,organic
Onion,large,neutral,oval,organic
Sapota,medium,neutral,oval,organic
Orange,large,vibrant,round,fertilized
Guava,medium,vibrant,oval,fertilized
Sapota,large,dull,round,fertilized
Sapota,small,neutral,oval,organic
Papaya,medium,vibrant,round,fertilized
Carrot,large,dull,oval,fertilized
Sapota,large,vibrant,irregular,fertilized
Guava,medium,vibrant,elongated,fertilized
Grapes,medium,dull,elongated,organic
Ivy gourd,medium,vibrant,irregular,fertilized
Ivy gourd,medium,neutral,round,fertilized
Onion,medium,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Apple,small,irregular,elongated,organic
Carrot,large,vibrant,round,fertilized
Apple,medium,dull,oval,organic
Mango,large,vibrant,round,fertilized
Onion,medium,vibrant,elongated,fertilized
Carrot,medium,dull,round,organic
Pomegranate,medium,neutral,oval,organic
Onion,large,dull,oval,fertilized
Onion,large,dull,round,fertilized
Guava,large,vibrant,oval,fertilized
Papaya,medium,vibrant,round,fertilized
Beetroot,large,vibrant,irregular,fertilized
Guava,small,dull,round,organic
Brinjal,medium,neutral,oval,fertilized
Ivy gourd,medium,neutral,elongated,organic
Garlic,medium,dull,round,organic
Orange,small,dull,round,organic
Orange,small,vibrant,elongated,fertilized
Carrot,medium,irregular,round,organic
Orange,large,vibrant,oval,fertilized
Onion,small,dull,round,organic
Guava,large,vibrant,oval,fertilized
Garlic,large,vibrant,irregular,fertilized
Carrot,large,vibrant,round,fertilized
Orange,large,vibrant,oval,fertilized
Apple,large,irregular,round,fertilized
Ivy gourd,medium,vibrant,round,organic
Grapes,large,vibrant,oval,fertilized
Brinjal,medium,neutral,round,organic
Onion,small,neutral,irregular,organic
Sapota,large,dull,elongated,fertilized
Beetroot,medium,vibrant,irregular,fertilized
Papaya,small,neutral,irregular,organic
Garlic,medium,vibrant,oval,fertilized
Papaya,large,vibrant,oval,fertilized
Apple,small,neutral,irregular,organic
Banana,large,dull,oval,fertilized
Garlic,small,dull,round,organic
Ivy gourd,large,dull,oval,fertilized
Guava,large,vibrant,oval,fertilized
Brinjal,medium,dull,round,organic
Apple,small,neutral,oval,fertilized
Mango,medium,dull,oval,organic
Banana,small,dull,elongated,organic
Beetroot,large,dull,irregular,fertilized
Grapes,large,neutral,oval,fertilized
Orange,large,vibrant,round,fertilized
Garlic,medium,vibrant,oval,fertilized
Brinjal,large,neutral,oval,fertilized
Garlic,medium,irregular,irregular,organic
Onion,small,neutral,round,organic
Sapota,large,vibrant,oval,fertilized
Guava,large,neutral,oval,fertilized
Grapes,small,neutral,irregular,organic
Brinjal,small,dull,irregular,organic
Grapes,large,vibrant,round,fertilized
Grapes,small,vibrant,round,fertilized
Apple,medium,dull,elongated,organic
Orange,medium,vibrant,elongated,organic
Carrot,medium,vibrant,oval,fertilized
Brinjal,large,vibrant,elongated,fertilized
Guava,medium,vibrant,round,fertilized
Garlic,small,dull,round,organic
Ivy gourd,medium,neutral,oval,organic
Ivy gourd,medium,dull,oval,organic
Banana,large,dull,irregular,fertilized
Papaya,medium,neutral,irregular,organic
Orange,small,vibrant,oval,organic
Carrot,large,vibrant,round,fertilized
Ivy gourd,medium,dull,round,organic
Banana,medium,vibrant,irregular,fertilized
Brinjal,large,vibrant,round,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Ivy gourd,medium,neutral,round,organic
Apple,large,neutral,elongated,fertilized
Sapota,medium,dull,round,organic
Orange,large,vibrant,oval,fertilized
Orange,small,vibrant,oval,organic
Carrot,large,vibrant,oval,fertilized
Banana,medium,vibrant,oval,fertilized
Garlic,medium,neutral,round,fertilized
Pomegranate,medium,vibrant,oval,fertilized
Pomegranate,large,vibrant,oval,fertilized
Brinjal,large,vibrant,oval,fertilized
Grapes,large,vibrant,oval,fertilized
Banana,large,vibrant,irregular,fertilized
Garlic,medium,vibrant,round,fertilized
Sapota,medium,neutral,oval,organic
Garlic,large,vibrant,oval,fertilized
Papaya,medium,dull,round,organic
Papaya,medium,dull,oval,organic
Ivy gourd,medium,vibrant,round,fertilized
Grapes,large,irregular,round,fertilized
Apple,large,irregular,irregular,organic
Onion,small,dull,oval,organic
Grapes,large,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Ivy gourd,small,vibrant,oval,fertilized
Guava,large,vibrant,round,fertilized
Beetroot,large,vibrant,round,fertilized
Garlic,small,dull,oval,organic
Ivy gourd,small,neutral,irregular,organic
Guava,medium,irregular,round,organic
Beetroot,small,irregular,oval,organic
Beetroot,small,irregular,irregular,organic
Onion,medium,irregular,elongated,organic
Ivy gourd,medium,vibrant,irregular,organic
Ivy gourd,large,dull,oval,fertilized
Guava,large,neutral,round,organic
Orange,large,vibrant,oval,fertilized
Papaya,medium,vibrant,irregular,fertilized
Sapota,small,dull,round,organic
Apple,medium,neutral,irregular,organic
Apple,large,vibrant,oval,fertilized
Garlic,medium,vibrant,oval,fertilized
Beetroot,medium,vibrant,round,fertilized
Brinjal,medium,vibrant,round,organic
Ivy gourd,medium,vibrant,round,fertilized
Apple,medium,neutral,irregular,organic
Grapes,medium,neutral,irregular,organic
Onion,small,vibrant,oval,fertilized
Brinjal,large,vibrant,elongated,fertilized
Apple,medium,dull,elongated,organic
Onion,large,neutral,elongated,fertilized
Banana,large,dull,oval,fertilized
Apple,small,neutral,oval,organic
Banana,small,neutral,irregular,organic
Apple,large,vibrant,irregular,fertilized
Orange,medium,dull,oval,organic
Pomegranate,large,vibrant,irregular,fertilized
Brinjal,large,dull,oval,organic
Sapota,small,vibrant,oval,fertilized
Onion,medium,vibrant,round,organic
Onion,medium,neutral,oval,fertilized
Ivy gourd,medium,neutral,oval,fertilized
Papaya,small,dull,round,organic
Ivy gourd,small,vibrant,elongated,fertilized
Brinjal,medium,dull,oval,organic
Brinjal,large,vibrant,oval,fertilized
Brinjal,small,irregular,oval,organic
Banana,large,vibrant,irregular,fertilized
Mango,medium,neutral,oval,organic
Brinjal,small,neutral,irregular,organic
Orange,large,irregular,irregular,organic
Ivy gourd,small,vibrant,oval,fertilized
Grapes,small,vibrant,oval,fertilized
Orange,large,dull,elongated,organic
Orange,large,neutral,elongated,organic
Beetroot,medium,neutral,round,fertilized
Pomegranate,small,dull,round,organic
Apple,medium,vibrant,elongated,fertilized
Beetroot,medium,neutral,oval,organic
Orange,small,vibrant,round,fertilized
Beetroot,medium,dull,oval,organic
Ivy gourd,large,vibrant,oval,fertilized
Sapota,medium,vibrant,irregular,fertilized
Banana,large,vibrant,oval,fertilized
Papaya,small,dull,elongated,organic
Banana,medium,vibrant,oval,fertilized
Garlic,small,neutral,irregular,organic
Ivy gourd,medium,vibrant,round,fertilized
Guava,large,vibrant,oval,fertilized
Grapes,medium,dull,round,organic
Beetroot,large,vibrant,oval,fertilized
Apple,small,vibrant,round,organic
Brinjal,medium,neutral,round,organic
Carrot,large,vibrant,round,fertilized
Orange,large,vibrant,oval,fertilized
Mango,medium,dull,round,organic
Carrot,medium,dull,irregular,organic
Brinjal,small,dull,elongated,organic
Papaya,small,dull,round,organic
Pomegranate,small,irregular,irregular,organic
Mango,medium,neutral,irregular,organic
Apple,large,irregular,oval,fertilized
Guava,large,vibrant,oval,fertilized
Garlic,large,vibrant,round,fertilized
Garlic,medium,neutral,irregular,organic
Brinjal,medium,dull,elongated,organic
Pomegranate,medium,neutral,round,organic
Guava,medium,dull,irregular,organic
Brinjal,large,irregular,oval,organic
Apple,medium,dull,elongated,organic
Carrot,large,vibrant,oval,fertilized
Mango,large,vibrant,elongated,fertilized
Apple,small,neutral,round,organic
Sapota,large,vibrant,elongated,fertilized
Brinjal,large,dull,round,fertilized
Grapes,large,vibrant,oval,fertilized
Guava,small,vibrant,round,fertilized
Ivy gourd,large,vibrant,irregular,fertilized
Ivy gourd,small,dull,oval,organic
Pomegranate,small,vibrant,round,organic
Brinjal,large,irregular,oval,fertilized
Apple,medium,dull,oval,organic
Beetroot,small,neutral,elongated,organic
Guava,medium,irregular,round,organic
Sapota,medium,dull,round,organic
Apple,small,irregular,round,fertilized
Grapes,medium,neutral,oval,fertilized
Mango,medium,vibrant,elongated,fertilized
Grapes,small,neutral,oval,organic
Orange,large,vibrant,oval,fertilized
Orange,medium,vibrant,round,organic
Mango,small,dull,round,organic
Banana,large,dull,oval,fertilized
Beetroot,small,dull,oval,organic
Papaya,medium,irregular,oval,fertilized
Pomegranate,medium,dull,round,organic
Beetroot,medium,vibrant,round,organic
Apple,large,vibrant,round,fertilized
Mango,medium,vibrant,elongated,fertilized
Garlic,medium,vibrant,round,fertilized
Ivy gourd,medium,neutral,oval,organic
Orange,small,dull,elongated,organic
Garlic,medium,vibrant,oval,organic
Guava,large,vibrant,oval,fertilized
Beetroot,medium,dull,round,organic
Grapes,small,dull,oval,organic
Pomegranate,large,dull,oval,fertilized
Beetroot,medium,dull,elongated,organic
Beetroot,large,neutral,round,fertilized
Ivy gourd,medium,dull,oval,fertilized
Mango,medium,irregular,round,fertilized
Apple,large,neutral,irregular,fertilized
Apple,large,vibrant,round,fertilized
Guava,small,irregular,irregular,organic
Banana,large,vibrant,oval,fertilized
Banana,medium,neutral,round,organic
Papaya,medium,dull,oval,organic
Ivy gourd,small,neutral,elongated,organic
Pomegranate,large,vibrant,oval,fertilized
Beetroot,small,irregular,elongated,organic
Banana,small,neutral,elongated,organic
Ivy gourd,small,vibrant,round,fertilized
Guava,large,vibrant,oval,fertilized
Onion,medium,dull,round,organic
Orange,medium,vibrant,oval,fertilized
Papaya,small,vibrant,elongated,organic
Orange,medium,vibrant,oval,fertilized
Garlic,large,vibrant,round,fertilized
Guava,medium,dull,round,organic
Beetroot,medium,dull,oval,organic
Orange,large,neutral,oval,organic
Onion,medium,dull,round,organic
Onion,medium,dull,round,fertilized
Onion,small,neutral,oval,organic
Orange,large,vibrant,round,fertilized
Banana,small,neutral,irregular,organic
Ivy gourd,small,irregular,irregular,organic
Ivy gourd,small,dull,round,organic
Grapes,small,irregular,oval,organic
Guava,large,vibrant,oval,fertilized
Grapes,large,vibrant,oval,fertilized
Ivy gourd,small,vibrant,elongated,fertilized
Ivy gourd,large,vibrant,round,fertilized
Apple,large,vibrant,oval,fertilized
Garlic,large,vibrant,round,fertilized
Grapes,small,dull,oval,organic
Onion,small,neutral,oval,organic
Pomegranate,medium,dull,round,organic
Onion,medium,dull,elongated,organic
Onion,medium,vibrant,irregular,fertilized
Apple,small,vibrant,round,fertilized
Carrot,small,dull,elongated,organic
Brinjal,large,vibrant,oval,fertilized
Guava,medium,irregular,irregular,organic
Orange,small,dull,irregular,organic
Papaya,medium,vibrant,irregular,organic
Apple,large,neutral,irregular,fertilized
Onion,small,neutral,oval,organic
Apple,small,irregular,elongated,organic
Beetroot,large,irregular,round,fertilized
Carrot,small,dull,round,organic
Sapota,medium,vibrant,oval,fertilized
Beetroot,medium,vibrant,round,fertilized
Carrot,large,vibrant,elongated,fertilized
Grapes,medium,irregular,oval,fertilized
Pomegranate,large,vibrant,oval,organic
Apple,medium,vibrant,elongated,fertilized
Onion,large,dull,elongated,organic
Banana,medium,vibrant,oval,organic
Garlic,large,vibrant,elongated,fertilized
Carrot,large,vibrant,oval,fertilized
Sapota,large,vibrant,irregular,fertilized
Carrot,small,dull,round,fertilized
Papaya,medium,irregular,round,fertilized
Banana,large,irregular,oval,fertilized
Carrot,large,dull,oval,fertilized
Guava,medium,dull,round,organic
Beetroot,small,vibrant,round,fertilized
Carrot,medium,neutral,round,organic
Garlic,medium,vibrant,elongated,fertilized
Carrot,large,vibrant,oval,fertilized
Carrot,small,irregular,elongated,fertilized
Carrot,medium,vibrant,oval,fertilized
Sapota,small,irregular,oval,fertilized
Apple,medium,dull,oval,organic
Garlic,small,neutral,oval,organic
Orange,small,dull,irregular,organic
Apple,medium,dull,irregular,organic
Pomegranate,medium,dull,irregular,organic
Carrot,small,neutral,irregular,fertilized
Onion,medium,neutral,irregular,organic
Banana,small,dull,oval,organic
Apple,large,vibrant,round,fertilized
Orange,medium,neutral,oval,organic
Onion,large,vibrant,round,fertilized
Carrot,medium,vibrant,round,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Mango,large,vibrant,oval,fertilized
Orange,medium,dull,round,organic
Onion,small,neutral,oval,organic
Garlic,large,vibrant,oval,fertilized
Guava,medium,neutral,round,organic
Papaya,large,vibrant,oval,fertilized
Beetroot,small,dull,irregular,organic
Brinjal,medium,dull,oval,organic
Garlic,small,vibrant,round,fertilized
Orange,small,vibrant,round,organic
Onion,medium,dull,oval,organic
Mango,large,dull,round,fertilized
Guava,large,vibrant,elongated,fertilized
Carrot,large,vibrant,oval,fertilized
Orange,large,vibrant,oval,fertilized
Mango,medium,irregular,oval,organic
Orange,medium,dull,oval,organic
Orange,large,vibrant,round,fertilized
Ivy gourd,medium,dull,round,organic
Onion,small,dull,irregular,organic
Beetroot,medium,neutral,round,organic
Sapota,small,neutral,elongated,organic
Beetroot,large,vibrant,oval,fertilized
Apple,large,vibrant,round,fertilized
Beetroot,large,dull,irregular,fertilized
Mango,small,neutral,irregular,organic
Papaya,small,dull,elongated,organic
Garlic,large,vibrant,elongated,fertilized
Garlic,small,irregular,irregular,organic
Beetroot,large,dull,irregular,fertilized
Mango,small,neutral,oval,organic
Banana,small,dull,elongated,organic
Ivy gourd,large,vibrant,round,fertilized
Orange,large,vibrant,round,fertilized
Garlic,large,vibrant,oval,fertilized
Beetroot,medium,neutral,oval,organic
Apple,small,vibrant,oval,fertilized
Grapes,small,dull,round,fertilized
Orange,small,neutral,oval,organic
Grapes,medium,dull,oval,organic
Onion,small,dull,oval,organic
Beetroot,medium,irregular,irregular,organic
Banana,medium,vibrant,oval,fertilized
Sapota,large,vibrant,oval,fertilized
Beetroot,large,vibrant,elongated,fertilized
Pomegranate,medium,neutral,irregular,organic
Banana,small,vibrant,irregular,organic
Carrot,large,vibrant,round,fertilized
Onion,small,neutral,oval,organic
Papaya,small,dull,elongated,organic
Carrot,medium,irregular,elongated,organic
Pomegranate,medium,dull,irregular,organic
Carrot,small,dull,oval,organic
Garlic,large,dull,oval,fertilized
Guava,small,irregular,oval,organic
Garlic,medium,neutral,oval,organic
Sapota,medium,dull,elongated,organic
Banana,large,vibrant,round,fertilized
Ivy gourd,medium,vibrant,elongated,fertilized
Banana,small,dull,irregular,organic
Carrot,large,vibrant,round,fertilized
Pomegranate,medium,dull,oval,organic
Ivy gourd,small,neutral,irregular,organic
Mango,large,neutral,oval,fertilized
Mango,large,vibrant,round,fertilized
Beetroot,medium,irregular,elongated,organic
Beetroot,large,vibrant,oval,fertilized
Banana,large,vibrant,elongated,fertilized
Papaya,small,vibrant,oval,fertilized
Brinjal,large,dull,oval,organic
Orange,large,vibrant,irregular,fertilized
Grapes,large,neutral,round,fertilized
Grapes,medium,vibrant,irregular,organic
Brinjal,medium,neutral,oval,organic
Garlic,medium,dull,round,organic
Grapes,large,vibrant,oval,fertilized
Guava,medium,dull,round,organic
Beetroot,medium,dull,irregular,organic
Mango,medium,dull,round,organic
Sapota,medium,neutral,oval,organic
Mango,large,vibrant,oval,fertilized
Papaya,medium,neutral,irregular,organic
Papaya,large,vibrant,round,fertilized
Onion,large,neutral,oval,fertilized
Garlic,medium,neutral,round,fertilized
Guava,medium,neutral,oval,organic
Banana,medium,neutral,oval,organic
Beetroot,small,neutral,oval,organic
Mango,small,vibrant,round,organic
Apple,large,dull,oval,fertilized
Carrot,small,dull,irregular,organic
Ivy gourd,medium,dull,round,organic
Sapota,large,vibrant,round,fertilized
Guava,small,dull,round,organic
Sapota,medium,vibrant,irregular,fertilized
Apple,large,vibrant,oval,fertilized
Beetroot,small,dull,irregular,organic
Guava,medium,dull,oval,fertilized
Sapota,small,dull,irregular,organic
Papaya,large,vibrant,oval,fertilized
Ivy gourd,small,dull,oval,organic
Apple,large,dull,oval,organic
Apple,medium,neutral,round,organic
Pomegranate,large,vibrant,oval,fertilized
Papaya,small,dull,irregular,organic
Beetroot,medium,irregular,round,fertilized
Ivy gourd,medium,neutral,round,organic
Sapota,medium,dull,oval,organic
Apple,large,vibrant,round,fertilized
Guava,small,dull,irregular,organic
Guava,medium,neutral,irregular,organic
Papaya,small,dull,oval,organic
Mango,large,vibrant,round,fertilized
Orange,large,vibrant,oval,fertilized
Apple,large,vibrant,oval,fertilized
Banana,large,neutral,oval,fertilized
Mango,large,vibrant,round,fertilized
Pomegranate,medium,dull,round,organic
Papaya,large,vibrant,oval,fertilized
Apple,medium,dull,round,organic
Pomegranate,medium,vibrant,round,fertilized
Grapes,medium,vibrant,elongated,organic
Beetroot,medium,dull,oval,organic
Banana,large,dull,oval,fertilized
Mango,large,vibrant,elongated,fertilized
Carrot,large,irregular,irregular,organic
Apple,large,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,fertilized
Grapes,large,irregular,round,fertilized
Pomegranate,medium,vibrant,oval,fertilized
Onion,small,dull,oval,organic
Beetroot,medium,dull,round,organic
Beetroot,medium,dull,oval,organic
Beetroot,medium,neutral,round,organic
Onion,medium,dull,elongated,organic
Guava,small,irregular,elongated,organic
Brinjal,medium,dull,round,organic
Ivy gourd,large,vibrant,round,fertilized
Brinjal,medium,dull,irregular,organic
Apple,medium,vibrant,irregular,fertilized
Brinjal,medium,dull,oval,organic
Mango,large,vibrant,irregular,organic
Carrot,large,dull,oval,fertilized
Mango,small,dull,elongated,organic
Papaya,medium,neutral,oval,organic
Papaya,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Beetroot,small,dull,oval,organic
Onion,medium,vibrant,oval,fertilized
Grapes,medium,neutral,round,fertilized
Papaya,large,dull,oval,fertilized
Ivy gourd,large,vibrant,elongated,fertilized
Carrot,large,irregular,round,fertilized
Pomegranate,medium,irregular,oval,organic
Guava,medium,dull,round,organic
Onion,medium,vibrant,oval,fertilized
Onion,medium,dull,elongated,organic
Orange,medium,dull,elongated,organic
Sapota,medium,irregular,oval,fertilized
Onion,small,irregular,oval,organic
Apple,large,vibrant,irregular,fertilized
Papaya,small,vibrant,round,fertilized
Pomegranate,small,dull,elongated,organic
Pomegranate,small,neutral,elongated,organic
Grapes,large,vibrant,oval,fertilized
Apple,medium,neutral,elongated,organic
Garlic,large,dull,irregular,fertilized
Ivy gourd,small,dull,oval,organic
Beetroot,large,neutral,round,fertilized
Sapota,large,vibrant,elongated,fertilized
Sapota,small,neutral,elongated,organic
Carrot,large,vibrant,round,fertilized
Papaya,small,vibrant,oval,fertilized
Onion,large,neutral,round,organic
Ivy gourd,large,vibrant,oval,fertilized
Grapes,large,vibrant,oval,fertilized
Mango,small,vibrant,round,fertilized
Orange,medium,neutral,oval,organic
Banana,small,vibrant,oval,fertilized
Grapes,large,dull,irregular,organic
Banana,medium,neutral,oval,organic
Beetroot,small,neutral,oval,organic
Orange,small,dull,round,organic
Grapes,large,dull,oval,organic
Apple,medium,dull,oval,organic
Papaya,large,dull,irregular,organic
Sapota,large,neutral,irregular,fertilized
Brinjal,medium,neutral,round,fertilized
Pomegranate,small,dull,round,organic
Banana,large,vibrant,oval,organic
Orange,small,neutral,round,organic
Pomegranate,medium,vibrant,irregular,organic
Beetroot,large,vibrant,elongated,fertilized
Banana,large,vibrant,elongated,organic
Grapes,medium,dull,oval,fertilized
Onion,medium,irregular,oval,organic
Mango,small,neutral,oval,organic
Papaya,large,dull,oval,fertilized
Apple,medium,dull,round,organic
Carrot,medium,neutral,oval,fertilized
Banana,medium,vibrant,round,fertilized
Garlic,large,dull,round,fertilized
Carrot,medium,vibrant,oval,organic
Brinjal,medium,vibrant,oval,organic
Garlic,medium,dull,oval,fertilized
Apple,medium,vibrant,round,fertilized
Carrot,large,neutral,round,organic
Ivy gourd,large,vibrant,irregular,fertilized
Ivy gourd,medium,dull,irregular,organic
Brinjal,medium,neutral,elongated,organic
Beetroot,small,dull,elongated,organic
Brinjal,large,neutral,round,organic
Ivy gourd,small,dull,oval,organic
Grapes,medium,neutral,oval,organic
Sapota,small,irregular,round,organic
Papaya,small,dull,round,organic
Carrot,medium,vibrant,irregular,fertilized
Mango,medium,neutral,elongated,organic
Pomegranate,small,vibrant,irregular,organic
Grapes,large,vibrant,round,fertilized
Papaya,large,vibrant,oval,fertilized
Guava,medium,neutral,round,organic
Mango,small,vibrant,round,fertilized
Papaya,large,neutral,irregular,fertilized
Apple,large,neutral,irregular,fertilized
Papaya,large,vibrant,irregular,fertilized
Mango,large,vibrant,round,fertilized
Pomegranate,large,irregular,round,fertilized
Guava,large,dull,irregular,fertilized
Pomegranate,small,dull,round,organic
Guava,medium,neutral,oval,organic
Onion,medium,vibrant,round,fertilized
Beetroot,large,vibrant,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Mango,small,dull,elongated,organic
Garlic,small,dull,oval,organic
Papaya,large,dull,oval,fertilized
Pomegranate,small,neutral,round,organic
Guava,medium,vibrant,irregular,fertilized
Brinjal,medium,neutral,irregular,organic
Beetroot,medium,dull,irregular,organic
Apple,large,vibrant,oval,fertilized
Garlic,medium,vibrant,round,fertilized
Carrot,small,dull,oval,organic
Banana,large,irregular,oval,fertilized
Papaya,small,dull,oval,organic
Orange,medium,neutral,irregular,organic
Beetroot,medium,neutral,irregular,organic
Papaya,small,vibrant,round,fertilized
Carrot,medium,dull,oval,organic
Pomegranate,large,dull,oval,organic
Papaya,medium,neutral,oval,fertilized
Brinjal,small,dull,round,organic
Sapota,large,vibrant,elongated,fertilized
Beetroot,large,vibrant,irregular,fertilized
Banana,small,neutral,elongated,organic
Pomegranate,small,neutral,round,organic
Ivy gourd,large,dull,round,fertilized
Banana,medium,dull,oval,fertilized
Guava,large,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Beetroot,medium,vibrant,round,fertilized
Carrot,large,vibrant,round,fertilized
Garlic,medium,neutral,round,organic
Beetroot,large,vibrant,round,fertilized
Garlic,small,dull,round,organic
Grapes,large,vibrant,oval,fertilized
Carrot,medium,dull,oval,organic
Carrot,small,neutral,oval,organic
Pomegranate,medium,neutral,round,organic
Garlic,medium,dull,oval,organic
Beetroot,small,dull,elongated,organic
Grapes,small,vibrant,round,organic
Beetroot,small,dull,oval,fertilized
Ivy gourd,medium,neutral,oval,organic
Mango,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Sapota,large,vibrant,round,fertilized
Orange,medium,irregular,oval,organic
Guava,medium,dull,oval,fertilized
Mango,small,irregular,round,fertilized
Grapes,medium,vibrant,elongated,organic
Onion,medium,neutral,round,fertilized
Sapota,large,dull,round,fertilized
Pomegranate,medium,vibrant,oval,organic
Brinjal,medium,irregular,oval,fertilized
Grapes,large,neutral,elongated,organic
Onion,medium,vibrant,oval,fertilized
Grapes,medium,dull,elongated,organic
Mango,large,vibrant,oval,fertilized
Banana,large,dull,oval,fertilized
Guava,small,dull,elongated,organic
Apple,large,vibrant,round,fertilized
Garlic,medium,vibrant,round,fertilized
Orange,large,vibrant,round,fertilized
Onion,medium,vibrant,round,organic
Garlic,small,neutral,irregular,organic
Banana,large,vibrant,round,fertilized
Onion,medium,vibrant,round,fertilized
Garlic,medium,dull,oval,organic
Carrot,large,vibrant,round,fertilized
Apple,large,vibrant,round,fertilized
Apple,large,vibrant,elongated,fertilized
Apple,medium,irregular,irregular,organic
Apple,medium,dull,round,organic
Beetroot,large,irregular,oval,fertilized
Ivy gourd,small,dull,irregular,organic
Carrot,medium,dull,irregular,organic
Carrot,large,vibrant,elongated,fertilized
Banana,large,dull,round,organic
Garlic,large,vibrant,oval,fertilized
Pomegranate,small,vibrant,elongated,organic
Mango,large,vibrant,oval,fertilized
Pomegranate,large,vibrant,round,fertilized
Apple,medium,vibrant,round,fertilized
Onion,medium,vibrant,elongated,fertilized
Pomegranate,medium,dull,round,organic
Beetroot,medium,dull,round,organic
Pomegranate,small,vibrant,oval,fertilized
Banana,medium,dull,elongated,organic
Pomegranate,large,dull,elongated,organic
Papaya,medium,vibrant,oval,fertilized
Guava,large,irregular,oval,fertilized
Orange,medium,neutral,irregular,fertilized
Sapota,small,irregular,oval,organic
Papaya,medium,vibrant,irregular,fertilized
Mango,medium,vibrant,oval,fertilized
Banana,large,dull,round,fertilized
Beetroot,medium,neutral,round,organic
Apple,large,dull,oval,organic
Sapota,small,neutral,round,organic
Guava,medium,dull,oval,organic
Mango,medium,dull,oval,fertilized
Pomegranate,large,dull,round,organic
Ivy gourd,medium,vibrant,oval,fertilized
Papaya,medium,vibrant,oval,fertilized
Guava,medium,dull,irregular,organic
Banana,medium,neutral,irregular,organic
Grapes,medium,dull,round,organic
Banana,large,vibrant,round,fertilized
Brinjal,large,neutral,round,fertilized
Sapota,small,dull,oval,organic
Onion,small,neutral,elongated,organic
Garlic,small,dull,oval,organic
Grapes,medium,neutral,elongated,organic
Guava,small,dull,oval,organic
Mango,medium,dull,round,organic
Brinjal,small,irregular,irregular,organic
Guava,large,vibrant,irregular,fertilized
Sapota,small,neutral,irregular,organic
Onion,large,dull,round,organic
Pomegranate,medium,neutral,oval,organic
Sapota,medium,dull,round,organic
Garlic,large,vibrant,irregular,fertilized
Sapota,large,vibrant,oval,fertilized
Guava,small,dull,round,organic
Carrot,medium,dull,oval,organic
Onion,medium,dull,oval,fertilized
Garlic,large,vibrant,oval,fertilized
Mango,medium,dull,elongated,organic
Banana,medium,vibrant,elongated,fertilized
Ivy gourd,medium,irregular,round,fertilized
Sapota,large,irregular,oval,fertilized
Banana,medium,vibrant,elongated,organic
Onion,medium,vibrant,oval,fertilized
Brinjal,medium,vibrant,irregular,organic
Orange,medium,vibrant,irregular,organic
Papaya,small,neutral,oval,organic
Brinjal,large,neutral,round,fertilized
Mango,medium,dull,round,organic
Sapota,large,neutral,oval,organic
Sapota,medium,dull,oval,organic
Orange,large,dull,round,fertilized
Banana,large,dull,round,organic
Beetroot,medium,dull,round,organic
Garlic,small,dull,round,organic
Sapota,large,irregular,round,fertilized
Guava,large,vibrant,oval,fertilized
Sapota,large,vibrant,round,fertilized
Brinjal,medium,irregular,elongated,fertilized
Apple,large,dull,oval,organic
Orange,medium,neutral,round,organic
Ivy gourd,small,neutral,oval,organic
Banana,large,dull,irregular,fertilized
Mango,large,vibrant,elongated,fertilized
Carrot,medium,irregular,round,organic
Carrot,small,vibrant,oval,organic
Carrot,medium,vibrant,irregular,fertilized
Garlic,medium,dull,oval,organic
Grapes,large,neutral,elongated,fertilized
Sapota,large,neutral,round,organic
Mango,small,dull,oval,organic
Carrot,large,vibrant,round,fertilized
Brinjal,large,vibrant,elongated,fertilized
Brinjal,medium,dull,round,organic
Papaya,medium,neutral,irregular,organic
Apple,small,vibrant,round,fertilized
Papaya,large,dull,oval,organic
Guava,medium,neutral,elongated,organic
